Sex,Length,Diameter,Height,Whole,Shucked,Viscera,Shell,Rings,Maturity_Level,Random_Index,Biological_Variation
F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,mature,76,0.59648
I,0.52282,0.295,0.13925,0.82543,0.1075,0.0545,0.08,9,mature,29,-0.68162
I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,mature,57,0.74586
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,aged,48,0.7912
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,mature,51,0.97291
M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,mature,97,0.5736
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,aged,77,-0.48272
M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,aged,55,-1.59725
F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,mature,61,-0.70421
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,mature,47,0.57263
F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,mature,21,-0.70686
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,mature,55,1.4263
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,mature,91,0.96595
F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,aged,75,-0.55869
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,mature,56,-0.28177
M,0.52282,0.45,0.13925,0.82543,0.4,0.246,0.285,11,aged,26,-0.48748
M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,mature,27,0.14256
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,aged,52,-0.72606
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,aged,51,-0.49142
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,aged,91,0.12188
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,aged,31,-1.34854
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14,aged,1,0.62464
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,aged,92,-0.58915
M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,aged,39,0.56173
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,aged,79,0.93143
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11,aged,31,0.15066
F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13,aged,52,-1.29986
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8,mature,67,0.31627
I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6,mature,60,-0.82494
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,aged,39,1.7501
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,aged,12,0.40214
M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11,aged,54,0.97567
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,mature,9,-0.25434
I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,aged,41,0.11452
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9,mature,23,0.06282
M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,aged,8,-0.15987
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10,mature,94,-0.36756
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,mature,80,1.584
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10,mature,13,0.20808
F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10,mature,77,-0.07361
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,mature,63,-1.18994
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,aged,25,0.11681
M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,aged,2,0.26036
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,aged,75,-0.74033
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,aged,81,0.55471
M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,aged,56,1.78491
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15,aged,74,1.72915
I,0.52282,0.28,0.13925,0.82543,0.0695,0.045,0.08,9,mature,98,1.14577
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10,mature,43,1.45246
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,aged,96,-2.29507
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11,aged,28,0.153
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,aged,22,1.10231
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,mature,53,1.52217
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,aged,86,-1.37706
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,aged,43,0.2567
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,mature,72,0.39371
F,0.52282,0.405,0.13925,0.82543,0.2895,0.1405,0.177,10,mature,87,-0.42373
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,mature,84,0.1151
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,aged,85,-0.01263
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10,mature,64,2.7104
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,mature,80,1.62669
M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15,aged,22,1.10915
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,aged,18,-0.73779
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,aged,21,1.28782
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11,aged,67,-1.89703
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,aged,87,-0.0661
M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,aged,71,-2.2446
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,aged,47,-0.35896
M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,aged,7,0.77158
M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13,aged,85,0.39656
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11,aged,61,-0.10369
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,aged,92,-0.30715
F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15,aged,15,0.29333
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,aged,65,0.09848
F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11,aged,19,0.19
M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10,mature,41,-0.55933
F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12,aged,87,-0.6807
F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,aged,94,-1.6516
F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,aged,95,0.87667
M,0.52282,0.47,0.13925,0.82543,0.4865,0.247,0.315,15,aged,38,0.32483
M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,aged,25,0.40024
M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15,aged,7,-2.51595
M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,aged,10,-1.53825
I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10,mature,38,0.85124
F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,mature,11,-0.38213
F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10,mature,16,-0.7446
M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,mature,10,0.0605
F,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,mature,82,1.03869
M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6,mature,38,0.19678
M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9,mature,35,-1.07551
M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,mature,27,2.27821
M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4,young,78,1.61866
F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,mature,14,-1.78754
F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5,mature,51,0.41413
I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9,mature,7,0.53509
F,0.52282,0.445,0.13925,0.82543,0.282,0.159,0.235,14,aged,1,2.02361
M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9,mature,90,0.14788
F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,aged,43,0.81834
I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12,aged,13,0.85153
F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9,mature,93,0.24772
I,0.52282,0.37,0.13925,0.82543,0.2095,0.1225,0.145,10,mature,80,0.17153
I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,aged,24,-0.1286
I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,aged,89,0.24517
M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,mature,56,1.49746
M,0.52282,0.205,0.13925,0.82543,0.0335,0.02,0.0325,5,mature,78,-2.35553
F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10,mature,75,0.37385
F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,aged,69,-0.50885
F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11,aged,75,-0.06317
M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,aged,97,0.82861
M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,mature,19,-1.64695
F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,mature,47,-1.34253
M,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11,aged,93,-0.68017
F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12,aged,38,-1.13107
I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11,aged,95,-1.21776
I,0.52282,0.49,0.13925,0.82543,0.4145,0.195,0.345,13,aged,42,0.72111
I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,aged,17,-1.7162
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13,aged,61,0.20786
I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9,mature,44,1.65496
I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10,mature,73,1.90065
I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14,aged,56,-1.26744
F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12,aged,50,-1.12305
F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13,aged,23,1.41245
I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13,aged,58,0.19964
F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8,mature,68,1.90028
I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13,aged,35,0.17805
F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11,aged,47,0.29437
F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11,aged,78,1.75939
F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14,aged,10,-0.22257
M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10,mature,36,1.35622
I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12,aged,86,-0.66591
I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12,aged,21,-0.73109
M,0.52282,0.21,0.13925,0.82543,0.041,0.0265,0.0345,7,mature,1,1.53876
F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11,aged,61,-0.03999
I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,aged,41,0.25373
I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10,mature,32,-0.26828
F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11,aged,73,-0.67869
I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10,mature,67,0.19185
F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10,mature,2,0.78975
I,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11,aged,37,-1.57907
F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11,aged,67,1.18091
I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14,aged,35,0.35326
I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13,aged,61,0.45545
F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11,aged,92,0.97021
I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11,aged,47,-0.26048
I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10,mature,64,-0.25633
F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13,aged,11,0.50387
M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14,aged,2,0.097
F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13,aged,90,1.16301
I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13,aged,2,0.52024
F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,mature,14,1.16283
M,0.52282,0.42,0.13925,0.82543,0.2575,0.153,0.24,12,aged,73,1.61835
I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13,aged,63,-0.96539
F,0.52282,0.43,0.13925,0.82543,0.2565,0.186,0.225,9,mature,60,0.55842
I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13,aged,80,-0.08947
I,0.52282,0.495,0.13925,0.82543,0.369,0.2255,0.36,12,aged,56,0.85173
F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10,mature,45,-0.12726
F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13,aged,29,-0.51678
I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11,aged,66,0.24728
I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12,aged,47,0.0126
I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13,aged,50,-0.82801
M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9,mature,76,-1.27209
I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10,mature,10,-0.89742
M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10,mature,47,-0.49607
M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,aged,71,0.0057
F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12,aged,77,0.91005
M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9,mature,80,0.59867
I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15,aged,52,0.72354
M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13,aged,69,0.10468
F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12,aged,46,0.03661
M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,mature,51,0.34565
M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,mature,62,-2.07892
M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10,mature,24,-0.69597
F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12,aged,68,0.36509
I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15,aged,57,-0.81951
F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12,aged,79,0.7988
F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10,mature,41,-0.26504
F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8,mature,93,-0.09128
M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10,mature,40,-0.68114
I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,mature,15,2.21645
F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,mature,73,-0.04282
M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10,mature,81,-0.16811
I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9,mature,14,-0.72832
M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9,mature,57,-1.83804
M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8,mature,93,-0.13159
M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7,mature,58,2.2427
M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,mature,75,-0.15219
I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14,aged,74,0.90864
F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13,aged,14,-0.02183
M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7,mature,70,-0.10941
I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13,aged,74,-0.6585
M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,mature,16,-1.52187
M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9,mature,66,-0.13099
I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11,aged,14,1.54238
M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6,mature,61,-2.37998
M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,mature,2,-0.0213
I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11,aged,52,-0.51548
F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9,mature,98,0.01334
M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5,mature,3,0.91034
I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6,mature,43,0.42553
I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11,aged,59,-0.81107
M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,mature,33,0.56121
F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10,mature,2,-0.08029
M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7,mature,1,-1.04889
F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11,aged,66,-0.07001
I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11,aged,97,-1.56683
F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,mature,78,-0.82144
F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12,aged,75,-0.42192
F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,mature,99,-0.11767
M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11,aged,88,0.54597
F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15,aged,45,-0.17049
M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13,aged,41,1.42279
F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13,aged,70,1.44714
M,0.52282,0.385,0.13925,0.82543,0.235,0.108,0.215,14,aged,6,0.31129
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,aged,29,0.82527
F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11,aged,40,0.80402
F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8,mature,11,0.62928
I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7,mature,3,1.45576
M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10,mature,32,1.78605
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,mature,25,0.07326
M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10,mature,34,-0.88785
M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,aged,61,-0.1577
F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,aged,31,1.39956
M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,aged,13,-0.0436
M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,aged,79,-0.3539
M,0.52282,0.375,0.13925,0.82543,0.2535,0.145,0.19,10,mature,85,1.36184
I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,mature,38,0.19439
F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11,aged,62,0.36017
M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9,mature,83,0.10427
I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,mature,93,1.33436
M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5,mature,65,-0.67015
F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13,aged,63,-2.28152
M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12,aged,84,0.02924
F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14,aged,63,-0.17162
F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9,mature,41,0.87591
M,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12,aged,86,-1.85775
M,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,mature,78,-0.34511
M,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,mature,48,-1.5306
M,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,aged,61,-0.08021
F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10,mature,82,-0.31408
M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10,mature,27,1.87249
I,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7,mature,33,2.24037
I,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,mature,3,1.46868
M,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11,aged,6,0.56074
I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,mature,32,-1.73097
M,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8,mature,12,-0.41332
M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9,mature,80,-1.3554
I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7,mature,49,2.25978
I,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8,mature,50,-0.56564
I,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,mature,73,-0.76766
M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13,aged,68,1.83436
M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,aged,69,-0.56374
M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,aged,87,0.33378
M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,aged,11,0.20927
M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10,mature,99,-0.1011
F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12,aged,87,-0.00079
M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13,aged,52,-0.05954
F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,aged,18,-0.33081
M,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11,aged,37,1.09952
M,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13,aged,68,1.14517
M,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15,aged,48,-1.5769
M,0.52282,0.38,0.13925,0.82543,0.227,0.1785,0.22,13,aged,93,1.5706
M,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10,mature,1,-1.21585
M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,aged,63,0.3502
F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12,aged,85,0.29461
M,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14,aged,17,0.25831
M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10,mature,64,0.80785
M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14,aged,53,-1.03763
F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,mature,76,2.06356
F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,aged,69,-0.76596
M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,mature,76,-1.50247
M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15,aged,18,-2.50623
F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,aged,81,0.0937
M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,mature,91,-1.10234
F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13,aged,47,0.03683
F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,aged,38,-0.61479
M,0.52282,0.505,0.13925,0.82543,0.69,0.368,0.35,13,aged,51,0.63113
F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15,aged,66,0.096
M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13,aged,43,0.67571
M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,aged,47,0.0215
M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,aged,82,0.55651
M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,aged,26,0.18943
F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,aged,83,-0.6309
M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,aged,56,0.97873
F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,aged,83,-1.13523
M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,mature,55,-1.29013
F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,aged,23,0.23184
F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11,aged,75,-0.53354
I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,mature,56,-1.32202
M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,mature,56,0.94384
M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,mature,26,-1.23258
M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,mature,86,-1.01636
M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,aged,4,-0.69469
M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,aged,75,-0.49431
M,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13,aged,8,0.63131
M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15,aged,32,-0.28137
F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15,aged,92,-1.28302
M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13,aged,11,-0.4038
M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12,aged,18,0.26013
M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,mature,3,0.06844
I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6,mature,29,-1.38524
M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15,aged,78,1.27894
F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9,mature,9,-0.75013
M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12,aged,42,1.14072
F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,9,mature,67,0.95952
F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12,aged,42,1.42707
F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,10,mature,14,1.10623
F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,mature,35,0.18787
M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,mature,40,2.07386
M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12,aged,36,-1.16026
M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,aged,37,0.40307
M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,aged,16,-0.21409
M,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,aged,34,-0.80695
M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,9,mature,2,1.92718
M,0.52282,0.42,0.13925,0.82543,0.255,0.157,0.2885,11,aged,86,1.56028
F,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11,aged,5,-0.00533
